image_id,mask_num,xmin,ymin,xmax,ymax
0025ececb061efbd,3,57,144,161,229
0025ececb061efbd,4,661,482,764,555
0025ececb061efbd,5,306,516,460,600
0025ececb061efbd,6,635,101,736,175
0025ececb061efbd,7,432,77,546,163
0025ef4ce41f4223,1,149,292,392,464
0025fa54add94b15,1,590,122,681,180
0025fa54add94b15,2,84,162,181,227
0026fc91ae028883,1,242,253,306,299
0027a5a564c93330,1,484,349,818,577
0027a5a564c93330,2,7,242,349,485
0027fbc3174c2a6c,1,601,150,689,217
0027fbc3174c2a6c,2,107,175,202,235
0027fbc3174c2a6c,3,347,140,437,195
002805dba2acb503,1,74,179,103,199
002805dba2acb503,2,695,218,741,249
002805dba2acb503,3,413,173,438,189
002839a0e9280952,1,292,251,490,383
002912fe68ade5b1,1,225,310,509,507
0029bb767cf1f6a7,1,511,99,572,138
0029bb767cf1f6a7,2,365,135,431,181
0029bb767cf1f6a7,3,236,77,291,117
0029e8e761893d16,1,271,241,529,428
002a13f140fc60b5,1,377,164,410,186
002a309d9175a16b,1,372,283,407,310
002a309d9175a16b,2,10,428,72,471
002a309d9175a16b,3,159,285,200,312
002a309d9175a16b,4,303,307,347,332
002a309d9175a16b,5,679,467,747,513
002a309d9175a16b,6,564,328,612,360
002a309d9175a16b,7,218,449,266,482
002a309d9175a16b,8,499,328,540,357
002a309d9175a16b,9,331,364,381,391
002a309d9175a16b,10,426,285,466,314
002a309d9175a16b,11,66,279,108,309
002a309d9175a16b,12,532,458,611,514
002b487e4c1d73e3,1,290,169,339,214
002bd2758e969fef,1,281,261,372,317
002c29e02227cfdf,1,271,292,332,335
002c4e3ca35ff9f2,1,203,139,248,171
002c4e3ca35ff9f2,2,150,142,196,172
002c4e3ca35ff9f2,3,447,66,489,96
002c4e3ca35ff9f2,4,317,83,362,110
002c4e3ca35ff9f2,5,523,117,571,146
002c4e3ca35ff9f2,6,357,153,403,183
002c4e3ca35ff9f2,7,585,107,632,143
002c4e3ca35ff9f2,8,272,147,321,180
002d1e14097c26d2,1,670,185,765,284
002d1e14097c26d2,2,306,223,427,314
002d1e14097c26d2,3,0,453,128,531
002d1e14097c26d2,4,41,59,142,130
002d1e14097c26d2,5,381,53,475,124
002d49df6500ff16,1,429,308,561,411
002d8022919bba37,1,246,242,550,412
002dd50db8018b87,1,484,249,710,409
002de04937d680a0,1,478,89,530,131
002de04937d680a0,2,127,89,188,131
002de04937d680a0,3,296,96,356,138
002de04937d680a0,4,646,134,696,164
002eba9a2809bcb2,1,269,152,342,213
002eba9a2809bcb2,2,196,412,267,462
002f21512af3d012,1,196,271,385,367
002f38c97f35a4dc,1,396,128,450,169
002f38c97f35a4dc,2,624,121,672,150
002f38c97f35a4dc,3,253,133,285,150
0030a802df47b2c8,1,294,203,359,240
0030efce5a1c3658,1,530,214,607,266
0030efce5a1c3658,2,185,285,257,339
0030efce5a1c3658,3,500,76,579,128
00327877cee2c5d3,1,482,167,519,195
00327f903ea1834e,1,378,116,454,179
00327f903ea1834e,2,380,506,457,571
00327f903ea1834e,3,107,506,182,573
00327f903ea1834e,4,105,113,182,176
0032df877f964819,1,504,303,650,393
00341fb291cc87ac,1,378,64,499,158
00341fb291cc87ac,2,355,249,463,306
0036fa343535aa06,1,123,366,396,573
0038054b1013bbf4,1,121,250,350,414
0038054b1013bbf4,2,190,642,227,664
0038cdacab8e61da,1,529,264,563,287
0038cdacab8e61da,2,346,261,380,285
0038cdacab8e61da,3,600,246,637,270
0038cdacab8e61da,4,92,393,128,417
00394770ca22f389,1,185,207,223,229
00394770ca22f389,2,432,246,466,266
00394770ca22f389,3,530,236,564,259
00394770ca22f389,4,320,238,353,258
00394770ca22f389,5,605,219,642,242
00394770ca22f389,6,39,221,78,245
003948703f0fd760,1,158,370,433,557
003a09bc4446e3fc,1,225,417,327,493
003a09bc4446e3fc,2,387,299,477,372
003a09bc4446e3fc,3,636,385,747,468
003ab6e03db6f6b6,1,660,162,764,241
003ab6e03db6f6b6,2,421,316,521,378
003ab6e03db6f6b6,3,303,170,397,235
003ab6e03db6f6b6,4,54,247,168,317
003b21e6fdfc5a40,1,516,110,558,139
003b21e6fdfc5a40,2,75,82,99,98
003b21e6fdfc5a40,3,348,152,385,177
003b21e6fdfc5a40,4,182,101,221,132
003b406a397766e1,1,246,246,301,284
003b406a397766e1,2,0,228,42,259
003b406a397766e1,3,43,242,90,268
003b857ac77f0323,1,220,217,346,317
003b87304dc19e50,1,482,84,529,112
003b87304dc19e50,2,269,91,302,114
003b87304dc19e50,3,414,159,450,178
003b87304dc19e50,4,355,107,392,130
003b9985e921de17,1,452,149,552,216
003bc013f9dd0aef,1,307,268,492,357
003c9055fbb90eb2,1,192,448,600,713
003d3c3ad6d8eb91,1,222,303,391,481
003d4627ec66090d,1,741,38,767,56
003d552a8c003a71,1,669,424,706,450
003e81428eb2dede,1,448,211,589,325
003e81428eb2dede,2,90,261,222,342
003ec8bd86d43c7a,1,392,259,559,383
003ec8bd86d43c7a,2,210,298,390,395
003f3df90521a48c,1,479,253,653,361
003f794782444d05,1,518,285,589,344
003f794782444d05,2,125,283,206,344
003f8281a9fb74be,1,385,314,749,553
003f8281a9fb74be,2,85,130,283,284
003fe681696956ca,1,328,342,533,525
003fe681696956ca,2,-9,364,172,510
003fe681696956ca,3,610,294,825,478
0040ab87c52827ce,1,115,502,255,606
0040ab87c52827ce,2,359,325,517,417
004172054b622d6e,1,175,388,378,598
0041cc00de30cd96,1,306,185,379,234
0041cc00de30cd96,2,418,183,509,246
0041e6917dc5e5d8,1,160,253,321,372
0041f970f97ff5f9,1,386,209,512,302
0042d37aab8fb132,1,164,250,325,367
0044519cfea6db34,1,141,279,388,475
0044da308dcda94c,1,301,157,335,179
0044da308dcda94c,2,575,155,650,207
004558600a09b0ce,1,489,242,577,309
0045b2dc66af6095,1,306,261,382,308
00461d5e171e9da0,1,392,113,508,194
0046a9e80fe5c6db,1,253,196,458,318
00476f34097cc795,1,571,149,646,198
00476f34097cc795,2,223,108,307,156
004776cd062f369a,1,246,241,396,350
0047d6717d9e77bb,1,302,282,382,338
0047d6717d9e77bb,2,479,283,550,331
0048f646694c714c,1,347,560,798,782
0049a8ab0b787a1a,1,411,302,514,371
0049a8ab0b787a1a,2,288,230,428,318
004a1b0ef46ce5e7,1,433,375,601,486
004aad5d1768160f,1,249,241,308,285
004aad5d1768160f,2,398,230,455,266
004aad5d1768160f,3,621,212,680,250
004aad5d1768160f,4,113,142,172,189
004abb85ec8a26d8,1,271,232,582,504
004aed739a06f9a0,1,587,475,810,669
004aed739a06f9a0,2,195,425,433,591
004b9d3a6df8e1ce,1,469,114,540,162
004b9d3a6df8e1ce,2,267,136,334,184
004b9d3a6df8e1ce,3,668,104,742,151
004b9d3a6df8e1ce,4,54,86,132,134
004bf5b3c6e9c2dd,1,158,369,232,423
004bf5b3c6e9c2dd,2,239,411,314,470
004c0e27920de125,1,325,237,450,332
004c196c18277e76,1,397,151,496,228
004c196c18277e76,2,235,153,336,239
004ca830f1157801,1,128,139,153,155
004ca830f1157801,2,316,93,346,113
004ca830f1157801,3,167,121,203,142
004ca830f1157801,4,278,340,311,362
004e23f3b7209337,1,75,203,157,250
004e23f3b7209337,2,251,175,341,221
004f0b2b10d32b20,1,317,304,460,390
004f7130dc7ee306,1,535,267,679,370
004f7130dc7ee306,2,396,186,509,269
004f7130dc7ee306,3,208,193,346,317
004f7d004d2ea6df,1,312,183,353,212
004f7d004d2ea6df,2,20,222,46,240
004f7d004d2ea6df,3,539,185,564,199
0050b77e75c4a559,1,589,112,638,139
0050b77e75c4a559,2,354,205,453,269
0050b77e75c4a559,3,486,45,527,75
0050d4848366d954,1,235,137,282,171
00518782f1b0d4e1,1,-6,328,236,491
0051911431bb8f2c,1,306,263,385,316
0051911431bb8f2c,2,455,238,545,295
0051ffdf28385c0e,1,576,371,689,470
0051ffdf28385c0e,2,338,341,461,360
00527f2c9e312524,1,500,161,607,230
00527f2c9e312524,2,375,139,473,213
00527f2c9e312524,3,209,223,317,289
00529634b87d6d17,1,528,182,574,210
0052a652dcbcc00e,1,217,284,521,477
0052c1f1e82e461c,1,361,155,421,194
0053a9e6ccb1b64e,1,533,68,589,109
0053a9e6ccb1b64e,2,94,112,146,150
0054e76e8081e9f7,1,438,171,525,235
0054e76e8081e9f7,2,608,158,719,221
0054e76e8081e9f7,3,66,184,225,280
0054e76e8081e9f7,4,334,168,428,229
0054fa940b942d58,1,298,119,369,189
0054fa940b942d58,2,374,106,455,158
005520dcfce5ac79,1,358,100,424,149
00562d34f649f669,1,490,114,567,181
00562d34f649f669,2,368,213,442,260
00562d34f649f669,3,206,260,285,310
005654ddd6956aa8,1,441,201,590,314
0056b50f33b604a3,1,404,190,568,287
0056f55d9df96417,1,271,320,509,439
00571a2647e47f38,1,495,300,586,368
00571a2647e47f38,2,626,313,732,382
00571a2647e47f38,3,321,284,418,352
00571a2647e47f38,4,166,238,266,312
0059805ec3328f1a,1,192,365,473,566
0059d7572e42e987,1,191,144,258,189
0059d7572e42e987,2,560,125,628,171
0059d7572e42e987,3,399,166,452,209
005ac184bca26621,1,280,238,437,321
005c51526045a2a6,1,548,54,592,85
005c51526045a2a6,2,513,214,560,247
005d04db17903d8a,1,243,135,328,191
005dd14b92a091f4,1,548,139,589,170
005ddf2b52aff2f1,1,246,197,667,455
005e09713c18d67a,1,65,343,172,408
005e09713c18d67a,2,263,121,373,199
005e405f08ed3c23,1,300,217,342,246
005e6941d6a2777e,1,435,160,456,176
005e6941d6a2777e,2,334,175,376,203
005e6941d6a2777e,3,187,311,280,373
005f66f9f739c352,1,364,232,429,280
005f66f9f739c352,2,509,160,592,217
005f66f9f739c352,3,206,129,284,185
005fb404d4aa6d49,1,105,283,325,432
005fe153b5f07485,1,664,30,778,111
005feff8c814fb4c,1,450,212,653,367
005feff8c814fb4c,2,132,239,356,388
00627b61111a8412,1,338,208,464,289
006307a7b868351a,1,467,108,542,154
006307a7b868351a,2,241,174,304,216
006307a7b868351a,3,689,224,755,265
0063654162c38fbe,1,435,110,512,177
0063654162c38fbe,2,304,156,389,222
0063654162c38fbe,3,743,280,768,296
0063916feccdb495,1,158,74,205,105
0063d49109550655,1,130,393,410,582
0064b8c9ff624b88,1,360,160,457,230
00650e63a1ed3b31,1,128,314,447,533
00650e63a1ed3b31,2,400,352,672,524
00656c6492ab6fd8,1,514,168,567,208
00656c6492ab6fd8,2,235,119,294,160
006798bd264c6c99,1,278,268,494,383
0067dc6590e3a215,1,273,207,352,261
0067dc6590e3a215,2,506,223,567,266
006832821ce1e492,1,350,216,564,364
006a1bb8403536e4,1,554,129,634,199
006a1bb8403536e4,2,200,210,257,246
006ad210b4453055,1,247,226,283,247
006ad210b4453055,2,444,295,489,330
006ad210b4453055,3,618,348,675,385
006ad210b4453055,4,0,210,28,232
006aec228e162121,1,317,238,435,307
006b5c1689fddd91,1,541,252,589,285
006b5c1689fddd91,2,371,245,430,285
006b5c1689fddd91,3,653,276,692,300
006b7084a43ecb43,1,264,206,366,272
006b7084a43ecb43,2,448,187,561,267
006b7084a43ecb43,3,753,163,777,181
006ba6d5aafbe0dd,1,359,225,404,256
006ba6d5aafbe0dd,2,241,164,291,200
006ba6d5aafbe0dd,3,494,208,539,239
006bc595ea80cd12,1,171,185,310,274
006bc595ea80cd12,2,350,396,517,502
006c648c458eeca2,1,275,157,353,203
006c648c458eeca2,2,351,525,403,554
006cab6ed2c2b97b,1,325,248,583,412
006ce43d829ea459,1,400,167,468,210
006d214969c82cb5,1,506,342,757,514
006d214969c82cb5,2,82,179,335,367
006d5ce1be409eb6,1,302,163,486,303
006e6b0a6d8ac96a,1,397,71,439,104
006e6b0a6d8ac96a,2,35,290,75,314
006e6b0a6d8ac96a,3,628,233,664,260
006e6b0a6d8ac96a,4,500,246,534,270
006e6b0a6d8ac96a,5,763,225,798,253
006e6b0a6d8ac96a,6,321,7,353,29
006e6b0a6d8ac96a,7,136,10,168,33
006ed7d11ae1df41,1,198,217,363,346
006f44aead1f03f9,1,139,171,247,255
006f44aead1f03f9,2,304,175,392,242
006f6fd9e8b23125,1,396,446,444,482
006f6fd9e8b23125,2,230,394,278,425
006fd77d8d1a4983,1,523,332,638,412
006fe017c83c80fb,1,460,391,565,458
006fe017c83c80fb,2,130,285,348,445
006fe017c83c80fb,3,539,253,632,310
006fe017c83c80fb,4,353,325,490,423
00728223e1e87e11,1,382,200,439,236
007295b698f31f20,1,214,286,547,511
007312875161ca61,1,128,227,252,310
007312875161ca61,2,263,187,381,278
0074375a24243c9a,1,266,103,328,144
0074d923b524d51d,1,302,259,554,431
0074db572a2434c0,1,135,127,312,284
00755552b4587ec6,1,441,194,592,304
007575a3d2399034,1,267,197,386,285
00758c10b2da2954,1,214,61,329,152
00758c10b2da2954,2,439,56,582,161
00767741b82e7e22,1,516,171,594,228
00767741b82e7e22,2,327,195,400,253
00767741b82e7e22,3,239,188,315,239
00767741b82e7e22,4,385,184,456,237
00767741b82e7e22,5,136,225,196,271
0076d0a5b763c051,1,367,525,442,572
0076d0a5b763c051,2,139,266,188,298
0076d0a5b763c051,3,503,265,550,300
0076d0a5b763c051,4,623,221,676,257
00790ccfad100384,1,191,181,245,216
00790ccfad100384,2,506,223,564,257
00792b5ecc3038f3,1,188,307,534,517
00795c4e82c28887,1,381,475,473,538
00796a8dcb1ef823,1,376,134,474,198
00796a8dcb1ef823,2,579,82,677,153
00796a8dcb1ef823,3,75,137,167,210
0079c4c68d2b3eae,1,347,281,650,514
007af517cde18beb,1,382,190,436,229
007af517cde18beb,2,215,192,281,233
007af517cde18beb,3,597,130,667,172
007af517cde18beb,4,103,228,160,261
007d2efafec0ab36,1,108,238,271,335
007d7e5538961412,1,151,239,468,463
007e2d0680208072,1,333,253,473,351
007eb9df85b0f752,1,366,250,485,335
007eb9df85b0f752,2,185,256,296,292
007ed7b9a7ff4756,1,265,164,367,242
007ed7b9a7ff4756,2,166,198,267,267
007f228877ab527b,1,270,153,310,183
007f228877ab527b,2,331,253,384,286
007f228877ab527b,3,206,171,248,201
007f228877ab527b,4,385,215,427,247
007f228877ab527b,5,335,115,376,146
007f228877ab527b,6,467,188,511,216
007f4a507c3a9b2f,1,229,302,452,447
007f51d27ba46d8f,1,266,272,345,328
007fffc15e9d1b9f,1,241,148,320,207
00816f1a3011fa5d,1,381,294,433,327
0081c3513ebcb830,1,221,180,296,226
0081c3513ebcb830,2,505,137,585,192
0082aabd5156d1bb,1,116,203,143,219
0082aabd5156d1bb,2,396,186,451,222
0082aabd5156d1bb,3,232,194,255,209
0082aabd5156d1bb,4,314,169,364,207
0082aabd5156d1bb,5,241,346,348,422
0084028276e6c913,1,530,186,578,218
0084028276e6c913,2,347,211,382,237
0084295751366b6e,1,198,207,335,292
0084d707a9cca12b,1,249,260,278,281
0084d707a9cca12b,2,678,206,711,232
0084d707a9cca12b,3,525,306,557,326
0084fe212a0eacc1,1,382,332,424,357
0084fe212a0eacc1,2,153,364,192,389
0084fe212a0eacc1,3,245,370,282,393
0084fe212a0eacc1,4,300,405,326,421
008516cf94ef257b,1,155,285,229,332
008516cf94ef257b,2,272,155,359,212
0087b26998b81613,1,250,125,596,376
00883e606a6cf295,1,318,376,513,527
00893899e8e89e54,1,368,397,523,510
0089b83773fe821a,1,304,282,364,323
008a3c813011dfd7,1,489,178,525,201
008a3c813011dfd7,2,225,137,252,152
008a3c813011dfd7,3,261,161,297,185
008a3c813011dfd7,4,133,172,164,192
008aa77b26a89e0e,1,261,317,342,369
008b09bfdad84b43,1,628,283,684,321
008b09bfdad84b43,2,419,300,460,326
008b09bfdad84b43,3,314,282,361,306
008b09bfdad84b43,4,61,261,146,319
008b560be437b75d,1,435,75,467,94
008b560be437b75d,2,717,28,752,52
008b560be437b75d,3,196,73,229,92
008b560be437b75d,4,265,182,300,206
008b560be437b75d,5,85,60,117,85
008b560be437b75d,6,478,232,516,257
008b560be437b75d,7,696,114,730,137
008b560be437b75d,8,592,113,629,138
008b560be437b75d,9,370,114,405,139
008b560be437b75d,10,174,112,206,135
008b560be437b75d,11,265,111,296,131
008b560be437b75d,12,613,60,646,84
008b560be437b75d,13,600,256,639,278
008b560be437b75d,14,421,179,457,203
008b560be437b75d,15,341,178,375,200
008b560be437b75d,16,534,181,571,203
008b560be437b75d,17,278,70,309,89
008b560be437b75d,18,191,182,227,203
008b560be437b75d,19,112,189,147,214
008b560be437b75d,20,527,65,559,90
008b560be437b75d,21,348,76,378,95
008b560be437b75d,22,64,116,100,139
008b560be437b75d,23,643,178,684,202
008b560be437b75d,24,700,262,732,285
008b560be437b75d,25,67,212,104,237
008b560be437b75d,26,275,250,313,273
008b560be437b75d,27,477,109,508,134
008b6aadc469b3b8,1,639,191,701,232
008b6aadc469b3b8,2,111,215,203,268
008b6aadc469b3b8,3,273,107,321,140
008b6aadc469b3b8,4,539,192,592,225
008b6aadc469b3b8,5,429,165,474,197
008b6aadc469b3b8,6,41,417,131,464
008b6aadc469b3b8,7,632,420,787,512
008b85f960b9cd82,1,201,435,464,625
008b8e4be9f6c766,1,488,155,521,182
008b8e4be9f6c766,2,474,333,504,353
008b8e4be9f6c766,3,183,171,214,196
008b8e4be9f6c766,4,250,176,290,203
008b8e4be9f6c766,5,109,125,150,152
008ba59b66ffa2ca,1,269,235,322,269
008ba59b66ffa2ca,2,42,294,90,326
008c96a999b2e487,1,290,149,505,342
008db28a7b179e09,1,278,256,375,324
008f3f1e7778435c,1,174,207,253,264
00901fe39e2b8eda,1,250,300,312,342
00901fe39e2b8eda,2,389,528,418,546
00901fe39e2b8eda,3,280,525,307,542
00901fe39e2b8eda,4,467,511,491,528
0090a30bc4812ab6,1,584,221,612,241
0090a30bc4812ab6,2,467,225,493,242
00919261e7e1e1c5,1,227,205,325,266
0091ebaea69fb3c7,1,422,257,479,300
0091ebaea69fb3c7,2,315,235,371,282
0091ebaea69fb3c7,3,194,226,257,265
0092480d721e7d1a,1,226,202,287,244
0092480d721e7d1a,2,619,157,684,203
0092480d721e7d1a,3,347,179,411,224
0092480d721e7d1a,4,472,74,533,113
0092480d721e7d1a,5,94,140,164,189
009431367d0b6c70,1,286,247,362,310
009431367d0b6c70,2,387,256,470,317
0094face2df83cbf,1,371,285,620,454
0095aa9683051534,1,228,221,278,250
0095aa9683051534,2,425,258,479,292
0095aa9683051534,3,646,213,694,242
00962c502e84b180,1,258,249,439,361
0096f8d116a90b0c,1,62,99,127,141
0096f8d116a90b0c,2,348,94,410,132
009829bc254478e1,1,475,185,528,225
0098b022f4ac1c32,1,103,448,360,650
009903d8a54f0fc4,1,235,366,436,521
009903d8a54f0fc4,2,50,250,115,289
0099a9ce72d7902b,1,227,219,308,272
0099ad09513db92c,1,203,251,357,362
0099ad09513db92c,2,357,223,488,301
009b735c082ea7ac,1,404,204,589,325
009bc1de7a055571,1,489,124,573,185
009bc1de7a055571,2,231,167,312,222
009bc1de7a055571,3,149,165,264,261
009bc1de7a055571,4,369,207,444,254
009bc1de7a055571,5,714,256,784,301
009bc1de7a055571,6,314,196,367,227
009c3e4107fd2a2a,1,289,250,424,349
009c3e4107fd2a2a,2,418,192,542,291
009fe14f05fe92ae,1,325,253,376,287
009fe14f05fe92ae,2,571,214,633,257
009fe14f05fe92ae,3,435,189,495,230
009fe14f05fe92ae,4,712,167,786,219
00a09591df42b3d9,1,104,381,183,433
00a09591df42b3d9,2,418,391,495,442
